customer_id,age,credit_score,annual_income,debt_to_income,loan_amount,loan_term_months,employment_years,num_credit_accounts,num_late_payments,num_inquiries_6m,utilization_rate,has_mortgage,has_auto_loan,account_age_months,loan_purpose,employment_status,region,loan_to_income,monthly_payment_est,payment_to_income,risk_exposure,payment_history_score,credit_mix_score,inquiry_penalty,stability_score,composite_risk_score,credit_score_band,defaulted
FIN_003152,51,658,15000,0.3779,84240,84,1,6,2,2,0.489,0,0,29,Debt Consolidation,Self-Employed,Northeast,5.616,1002.86,0.8023,31834.3,0.3333,0.6,0.4,0.1125,0.5224,Fair,0
FIN_003153,35,450,22882,0.2594,14412,48,9,9,2,2,0.542,0,0,175,Business,Self-Employed,Northeast,0.6298,300.25,0.1575,3738.47,0.3333,0.9,0.4,0.66,0.5554,Very Poor,1
FIN_003154,71,399,84647,0.3596,7135,36,1,13,2,1,0.3783,1,0,89,Home Improvement,Employed,West,0.0843,198.19,0.0281,2565.75,0.3333,1.0,0.2,0.5625,0.5141,Very Poor,0
FIN_003155,43,533,23508,0.4201,23069,24,0,13,1,2,0.4655,1,1,126,Home Improvement,Employed,Southwest,0.9813,961.21,0.4907,9691.29,0.5,1.0,0.4,0.6,0.5765,Very Poor,1
FIN_003156,44,843,22917,0.0797,26462,12,0,13,0,2,0.7508,0,1,113,Medical,Self-Employed,Southwest,1.1547,2205.17,1.1547,2109.02,1.0,1.0,0.4,0.2825,0.7949,Exceptional,0
FIN_003157,64,361,45943,0.3044,16580,12,1,1,1,2,0.5886,0,1,47,Medical,Employed,Midwest,0.3609,1381.67,0.3609,5046.95,0.5,0.1,0.4,0.1575,0.4661,Very Poor,0
FIN_003158,33,495,15000,0.0682,3574,12,4,8,0,1,0.5011,1,1,136,Debt Consolidation,Employed,Southeast,0.2383,297.83,0.2383,243.75,1.0,0.8,0.2,0.76,0.7715,Very Poor,0
FIN_003159,42,841,39716,0.4087,12281,48,1,12,0,1,0.5179,1,0,149,Auto,Employed,Southwest,0.3092,255.85,0.0773,5019.24,1.0,1.0,0.2,0.64,0.7889,Exceptional,0
FIN_003160,63,405,57244,0.4399,9781,12,2,2,0,2,0.7361,0,0,107,Debt Consolidation,Self-Employed,Northeast,0.1709,815.08,0.1709,4302.66,1.0,0.2,0.4,0.3475,0.5615,Very Poor,0
FIN_003161,57,594,61242,0.1738,10574,84,1,15,1,1,0.3696,0,0,136,Medical,Employed,West,0.1727,125.88,0.0247,1837.76,0.5,1.0,0.2,0.34,0.6302,Fair,1
FIN_003162,53,750,26306,0.1211,10274,60,26,12,2,2,0.309,0,0,172,Debt Consolidation,Employed,West,0.3906,171.23,0.0781,1244.18,0.3333,1.0,0.4,0.7,0.7252,Very Good,0
FIN_003163,23,833,101189,0.2892,33475,24,1,3,0,2,0.4937,0,1,192,Business,Self-Employed,Northeast,0.3308,1394.79,0.1654,9680.97,1.0,0.3,0.4,0.34,0.7733,Exceptional,0
FIN_003164,74,455,90467,0.0731,7322,48,14,3,1,3,0.5912,1,0,58,Home Improvement,Employed,Southeast,0.0809,152.54,0.0202,535.24,0.5,0.3,0.6,0.845,0.6599,Very Poor,0
FIN_003165,39,705,17386,0.2597,15859,84,1,3,0,1,0.4322,1,1,125,Debt Consolidation,Employed,Southeast,0.9122,188.8,0.1303,4118.58,1.0,0.3,0.2,0.64,0.7867,Good,0
FIN_003166,43,674,75255,0.4003,9296,84,8,15,2,5,0.1588,0,1,190,Business,Employed,West,0.1235,110.67,0.0176,3721.19,0.3333,1.0,1.0,0.62,0.6316,Good,0
FIN_003167,49,754,53688,0.2397,20315,60,6,14,1,1,0.5984,1,1,157,Auto,Employed,Southeast,0.3784,338.58,0.0757,4869.51,0.5,1.0,0.2,0.84,0.7224,Very Good,0
FIN_003168,50,501,66566,0.1982,26450,12,8,16,0,0,0.4464,1,1,69,Medical,Self-Employed,Northeast,0.3973,2204.17,0.3974,5242.39,1.0,1.0,0.0,0.7925,0.7515,Very Poor,0
FIN_003169,59,751,33868,0.0748,7051,84,3,3,2,0,0.674,0,1,142,Business,Employed,West,0.2082,83.94,0.0297,527.41,0.3333,0.3,0.0,0.42,0.6586,Very Good,0
FIN_003170,64,486,22566,0.3254,3442,60,13,3,2,2,0.2392,0,0,151,Debt Consolidation,Employed,West,0.1525,57.37,0.0305,1120.03,0.3333,0.3,0.4,0.7,0.5879,Very Poor,0
FIN_003171,67,667,44836,0.1842,32043,36,0,16,1,2,0.5361,0,0,214,Business,Employed,Midwest,0.7147,890.08,0.2382,5902.32,0.5,1.0,0.4,0.3,0.6308,Fair,0
FIN_003172,45,639,61509,0.1412,25011,12,1,1,0,2,0.3091,0,0,100,Debt Consolidation,Employed,Southeast,0.4066,2084.25,0.4066,3531.55,1.0,0.1,0.4,0.29,0.7528,Fair,0
FIN_003173,57,561,62188,0.3317,13952,84,11,4,0,3,0.5138,1,0,218,Home Improvement,Business Owner,Southeast,0.2244,166.1,0.0321,4627.88,1.0,0.4,0.6,1.0,0.7637,Very Poor,0
FIN_003174,67,842,60205,0.4179,18386,24,7,1,1,0,0.469,1,1,75,Business,Employed,Southwest,0.3054,766.08,0.1527,7683.51,0.5,0.1,0.0,0.7675,0.7109,Exceptional,0
FIN_003175,28,605,25712,0.4319,45518,24,7,3,0,0,0.5125,1,1,183,Debt Consolidation,Employed,Southeast,1.7703,1896.58,0.8851,19659.22,1.0,0.3,0.0,0.88,0.7363,Fair,1
FIN_003176,62,464,111563,0.4245,53423,24,9,19,0,1,0.3267,1,1,69,Auto,Employed,West,0.4789,2225.96,0.2394,22678.06,1.0,1.0,0.2,0.8325,0.6998,Very Poor,0
FIN_003177,36,387,100272,0.0811,12552,60,4,2,0,0,0.2454,0,1,58,Home Improvement,Self-Employed,West,0.1252,209.2,0.025,1017.97,1.0,0.2,0.0,0.305,0.6875,Very Poor,1
FIN_003178,28,499,56839,0.5291,7849,60,4,18,0,0,0.1769,1,0,144,Auto,Employed,West,0.1381,130.82,0.0276,4152.91,1.0,1.0,0.0,0.76,0.6902,Very Poor,0
FIN_003179,21,570,27671,0.1344,10095,36,8,4,2,1,0.5346,1,1,119,Auto,Business Owner,Northeast,0.3648,280.42,0.1216,1356.77,0.3333,0.4,0.2,0.9175,0.6684,Very Poor,0
FIN_003180,64,350,57384,0.7193,23673,36,3,7,1,3,0.1326,1,1,229,Business,Employed,West,0.4125,657.58,0.1375,17027.99,0.5,0.7,0.6,0.72,0.4884,Very Poor,0
FIN_003181,25,788,37922,0.4749,15438,24,4,10,1,0,0.1904,1,0,187,Medical,Self-Employed,Southeast,0.4071,643.25,0.2035,7331.51,0.5,1.0,0.0,0.76,0.7044,Very Good,0
FIN_003182,23,497,39681,0.3994,2162,24,1,18,0,2,0.5373,1,0,28,Debt Consolidation,Retired,Southwest,0.0545,90.08,0.0272,863.5,1.0,1.0,0.4,0.41,0.6333,Very Poor,0
FIN_003183,21,322,73301,0.4,3426,36,1,10,4,1,0.3058,1,1,110,Business,Employed,West,0.0467,95.17,0.0156,1370.4,0.2,1.0,0.2,0.615,0.4653,Very Poor,0
FIN_003184,24,522,38121,0.0613,60610,36,0,1,2,1,0.1396,1,1,192,Medical,Employed,Midwest,1.5899,1683.61,0.53,3715.39,0.3333,0.1,0.2,0.6,0.6616,Very Poor,0
FIN_003185,60,520,114515,0.1737,11358,60,4,13,1,2,0.4978,0,0,198,Medical,Employed,Midwest,0.0992,189.3,0.0198,1972.88,0.5,1.0,0.4,0.46,0.6093,Very Poor,0
FIN_003186,55,565,71561,0.2617,15243,84,0,8,0,2,0.5364,0,0,18,Debt Consolidation,Employed,West,0.213,181.46,0.0304,3989.09,1.0,0.8,0.4,0.045,0.6371,Very Poor,0
FIN_003187,52,372,89743,0.2653,4585,24,0,17,2,1,0.3969,0,0,197,Auto,Retired,Southeast,0.0511,191.04,0.0255,1216.4,0.3333,1.0,0.2,0.3,0.4869,Very Poor,0
FIN_003188,62,376,28627,0.2958,28876,60,0,5,2,1,0.1469,0,1,155,Auto,Retired,Southwest,1.0087,481.27,0.2017,8541.52,0.3333,0.5,0.2,0.3,0.5057,Very Poor,1
FIN_003189,54,843,33849,0.501,12935,24,0,3,1,0,0.2058,1,1,24,Medical,Employed,Northeast,0.3821,538.96,0.1911,6480.44,0.5,0.3,0.0,0.36,0.6557,Exceptional,0
FIN_003190,63,734,23243,0.3813,47095,84,7,15,2,2,0.278,0,0,46,Auto,Self-Employed,West,2.0262,560.65,0.2895,17957.32,0.3333,1.0,0.4,0.395,0.6118,Good,0
FIN_003191,45,364,108244,0.2759,30682,36,0,2,0,2,0.6711,0,0,48,Auto,Self-Employed,Midwest,0.2835,852.28,0.0945,8465.16,1.0,0.2,0.4,0.12,0.5604,Very Poor,1
FIN_003192,30,656,275854,0.4096,24477,12,19,8,2,1,0.4429,0,0,188,Auto,Employed,Southeast,0.0887,2039.75,0.0887,10025.78,0.3333,0.8,0.2,0.7,0.6065,Fair,0
FIN_003193,41,317,66988,0.307,60371,12,6,15,2,1,0.5369,0,0,42,Business,Employed,Midwest,0.9012,5030.92,0.9012,18533.9,0.3333,1.0,0.2,0.345,0.4499,Very Poor,0
FIN_003194,66,735,57264,0.1849,63529,60,2,13,0,2,0.4193,0,0,66,Home Improvement,Self-Employed,Southwest,1.1094,1058.82,0.2219,11746.51,1.0,1.0,0.4,0.245,0.758,Good,1
FIN_003195,59,740,36820,0.2421,11949,24,1,6,1,0,0.3715,1,0,30,Home Improvement,Employed,Southeast,0.3245,497.88,0.1623,2892.85,0.5,0.6,0.0,0.415,0.6758,Very Good,0
FIN_003196,47,308,129324,0.2489,9992,48,3,8,2,0,0.092,1,0,203,Home Improvement,Employed,Southwest,0.0773,208.17,0.0193,2487.01,0.3333,0.8,0.0,0.72,0.5619,Very Poor,1
FIN_003197,47,769,47721,0.1198,15141,60,0,2,2,2,0.4132,1,1,7,Home Improvement,Employed,Southeast,0.3173,252.35,0.0635,1813.89,0.3333,0.2,0.4,0.3175,0.6644,Very Good,1
FIN_003198,22,647,33234,0.3669,10839,48,1,9,0,0,0.2673,0,0,22,Medical,Employed,West,0.3261,225.81,0.0815,3976.83,1.0,0.9,0.0,0.095,0.6741,Fair,1
FIN_003199,61,671,20214,0.3699,9671,24,6,19,1,0,0.2375,1,1,115,Medical,Employed,West,0.4784,402.96,0.2392,3577.3,0.5,1.0,0.0,0.8275,0.6947,Good,0
FIN_003200,68,474,26190,0.2091,2980,24,6,12,0,1,0.1872,1,0,98,Business,Employed,Southwest,0.1138,124.17,0.0569,623.12,1.0,1.0,0.2,0.785,0.764,Very Poor,0
FIN_003201,33,814,51131,0.0496,13632,12,3,3,0,0,0.4521,1,0,162,Home Improvement,Self-Employed,Southeast,0.2666,1136.0,0.2666,676.15,1.0,0.3,0.0,0.72,0.8877,Exceptional,0
FIN_003202,29,429,16320,0.5828,17667,12,0,2,0,3,0.3852,1,0,109,Debt Consolidation,Employed,Northeast,1.0825,1472.25,1.0825,10296.33,1.0,0.2,0.6,0.5725,0.6031,Very Poor,1
FIN_003203,72,592,23486,0.4339,68540,36,0,13,0,1,0.4799,1,0,38,Home Improvement,Employed,Northeast,2.9183,1903.89,0.9728,29739.51,1.0,1.0,0.2,0.395,0.6617,Fair,0
FIN_003204,56,652,132980,0.1293,30427,12,6,2,1,1,0.4312,0,1,90,Medical,Employed,West,0.2288,2535.58,0.2288,3934.21,0.5,0.2,0.2,0.465,0.6744,Fair,0
FIN_003205,42,523,80630,0.2016,6194,84,0,18,3,1,0.5728,0,1,88,Medical,Employed,West,0.0768,73.74,0.011,1248.71,0.25,1.0,0.2,0.22,0.5099,Very Poor,1
FIN_003206,62,823,40330,0.2978,8057,84,3,6,4,3,0.2706,0,1,154,Business,Employed,West,0.1998,95.92,0.0285,2399.37,0.2,0.6,0.6,0.42,0.642,Exceptional,0
FIN_003207,46,808,86320,0.2997,15067,24,5,7,2,0,0.5996,1,1,122,Business,Employed,Northeast,0.1745,627.79,0.0873,4515.58,0.3333,0.7,0.0,0.8,0.687,Exceptional,0
FIN_003208,74,667,30976,0.0925,8664,60,0,3,1,1,0.162,0,0,40,Auto,Business Owner,Southeast,0.2797,144.4,0.0559,801.42,0.5,0.3,0.2,0.1,0.6611,Fair,0
FIN_003209,32,799,78252,0.1947,43118,24,2,9,1,2,0.449,1,0,69,Home Improvement,Employed,Southeast,0.551,1796.58,0.2755,8395.07,0.5,0.9,0.4,0.5525,0.7213,Very Good,0
FIN_003210,37,389,39428,0.0653,17302,48,5,18,2,1,0.4831,0,0,162,Debt Consolidation,Employed,Southeast,0.4388,360.46,0.1097,1129.82,0.3333,1.0,0.2,0.5,0.5643,Very Poor,1
FIN_003211,34,371,159784,0.1899,5021,36,4,14,1,1,0.5082,0,1,24,Medical,Employed,Southwest,0.0314,139.47,0.0105,953.49,0.5,1.0,0.2,0.22,0.5156,Very Poor,1
FIN_003212,34,732,24770,0.0361,34318,24,0,18,1,5,0.4695,0,0,99,Debt Consolidation,Employed,Northeast,1.3855,1429.92,0.6927,1238.88,0.5,1.0,1.0,0.2475,0.6895,Good,0
FIN_003213,54,647,122784,0.1995,8265,24,1,10,1,0,0.3006,0,0,160,Business,Employed,Southwest,0.0673,344.38,0.0337,1648.87,0.5,1.0,0.0,0.34,0.6494,Fair,0
FIN_003214,73,562,45398,0.1745,12279,84,2,18,0,4,0.316,0,0,184,Auto,Business Owner,West,0.2705,146.18,0.0386,2142.69,1.0,1.0,0.8,0.38,0.7301,Very Poor,1
FIN_003215,40,570,15883,0.2797,12200,48,3,11,1,0,0.4509,1,0,34,Debt Consolidation,Employed,West,0.7681,254.17,0.192,3412.34,0.5,1.0,0.0,0.505,0.6119,Very Poor,0
FIN_003216,31,808,59016,0.2822,14341,36,8,19,1,1,0.5937,1,0,44,Auto,Business Owner,Midwest,0.243,398.36,0.081,4047.03,0.5,1.0,0.2,0.73,0.7148,Exceptional,0
FIN_003217,36,807,74558,0.0819,12807,12,1,17,1,2,0.3118,0,1,120,Home Improvement,Employed,Midwest,0.1718,1067.25,0.1718,1048.89,0.5,1.0,0.4,0.34,0.7342,Exceptional,0
FIN_003218,71,719,120517,0.294,25848,24,1,14,2,0,0.2224,0,1,172,Debt Consolidation,Employed,Midwest,0.2145,1077.0,0.1072,7599.31,0.3333,1.0,0.0,0.34,0.6257,Good,0
FIN_003219,51,371,77407,0.1842,16532,84,0,2,0,2,0.3447,1,1,15,Debt Consolidation,Self-Employed,Midwest,0.2136,196.81,0.0305,3045.19,1.0,0.2,0.4,0.3375,0.651,Very Poor,0
FIN_003220,26,373,28054,0.0134,10693,24,7,10,0,1,0.4661,1,0,41,Auto,Employed,West,0.3812,445.54,0.1906,143.29,1.0,1.0,0.2,0.6825,0.7341,Very Poor,0
FIN_003221,39,802,91395,0.3112,25221,36,2,14,2,2,0.4212,1,0,58,Auto,Employed,Northeast,0.276,700.58,0.092,7848.78,0.3333,1.0,0.4,0.525,0.6585,Exceptional,0
FIN_003222,57,445,50635,0.034,17614,84,2,6,1,0,0.8207,1,1,169,Debt Consolidation,Business Owner,West,0.3479,209.69,0.0497,598.88,0.5,0.6,0.0,0.68,0.6185,Very Poor,1
FIN_003223,24,345,18982,0.161,12316,24,19,19,0,2,0.3777,0,0,125,Debt Consolidation,Employed,Southwest,0.6488,513.17,0.3244,1982.88,1.0,1.0,0.4,0.7,0.6987,Very Poor,0
FIN_003224,67,404,46600,0.4962,8323,84,2,10,2,4,0.5517,0,1,170,Business,Business Owner,Southwest,0.1786,99.08,0.0255,4129.87,0.3333,1.0,0.8,0.38,0.437,Very Poor,1
FIN_003225,24,408,24196,0.641,14324,48,0,16,1,1,0.4266,0,0,122,Business,Employed,Southeast,0.592,298.42,0.148,9181.68,0.5,1.0,0.2,0.3,0.4361,Very Poor,1
FIN_003226,40,616,45078,0.4671,5609,36,0,6,1,0,0.3282,1,1,5,Business,Employed,Midwest,0.1244,155.81,0.0415,2619.96,0.5,0.6,0.0,0.3125,0.5647,Fair,1
FIN_003227,30,420,75894,0.407,25855,24,8,14,0,2,0.4354,0,1,93,Debt Consolidation,Self-Employed,West,0.3407,1077.29,0.1703,10522.98,1.0,1.0,0.4,0.5525,0.6358,Very Poor,1
FIN_003228,44,798,24936,0.5501,10511,12,10,10,3,1,0.4783,0,0,48,Home Improvement,Employed,West,0.4215,875.92,0.4215,5782.1,0.25,1.0,0.2,0.52,0.5743,Very Good,0
FIN_003229,74,342,58485,0.1393,17220,24,2,4,0,1,0.7315,1,0,140,Business,Employed,Southeast,0.2944,717.5,0.1472,2398.75,1.0,0.4,0.2,0.68,0.6647,Very Poor,1
FIN_003230,55,398,93899,0.6677,15135,12,30,14,2,0,0.1473,0,1,191,Debt Consolidation,Employed,Midwest,0.1612,1261.25,0.1612,10105.64,0.3333,1.0,0.0,0.7,0.4805,Very Poor,0
FIN_003231,46,610,33692,0.1395,24380,24,10,3,0,0,0.1473,0,1,93,Auto,Employed,Southwest,0.7236,1015.83,0.3618,3401.01,1.0,0.3,0.0,0.6325,0.8106,Fair,0
FIN_003232,57,513,41334,0.3854,27605,48,4,14,1,1,0.1731,1,1,60,Medical,Business Owner,West,0.6679,575.1,0.167,10638.97,0.5,1.0,0.2,0.61,0.6089,Very Poor,0
FIN_003233,58,762,93064,0.2273,26406,36,12,14,1,2,0.4696,1,1,111,Debt Consolidation,Employed,Midwest,0.2837,733.5,0.0946,6002.08,0.5,1.0,0.4,0.9775,0.7618,Very Good,0
FIN_003234,41,722,95644,0.1289,57657,12,1,2,0,0,0.3594,1,1,206,Home Improvement,Self-Employed,Midwest,0.6028,4804.75,0.6028,7431.99,1.0,0.2,0.0,0.64,0.8327,Good,0
FIN_003235,74,688,24462,0.1481,8611,36,0,10,0,0,0.1725,1,1,14,Debt Consolidation,Employed,Northeast,0.352,239.19,0.1173,1275.29,1.0,1.0,0.0,0.335,0.7888,Good,0
FIN_003236,60,411,26255,0.3003,30383,48,10,17,0,0,0.6185,1,1,176,Business,Employed,Southwest,1.1572,632.98,0.2893,9124.01,1.0,1.0,0.0,1.0,0.7081,Very Poor,0
FIN_003237,59,571,78761,0.0784,5046,84,5,19,1,2,0.6643,1,0,179,Debt Consolidation,Employed,Southeast,0.0641,60.07,0.0092,395.61,0.5,1.0,0.4,0.8,0.6855,Very Poor,1
FIN_003238,41,401,42674,0.3669,10941,36,14,16,2,2,0.5588,0,0,150,Debt Consolidation,Employed,Southeast,0.2564,303.92,0.0855,4014.25,0.3333,1.0,0.4,0.7,0.5156,Very Poor,0
FIN_003239,30,509,44663,0.1699,8647,36,1,1,2,2,0.5107,1,1,69,Home Improvement,Employed,Midwest,0.1936,240.19,0.0645,1469.13,0.3333,0.1,0.4,0.5125,0.5796,Very Poor,0
FIN_003240,58,321,17077,0.1095,15013,48,0,8,0,0,0.4412,0,1,43,Business,Employed,Midwest,0.8791,312.77,0.2198,1643.92,1.0,0.8,0.0,0.1075,0.6079,Very Poor,0
FIN_003241,66,458,37168,0.2496,35159,48,0,13,2,2,0.6053,0,0,70,Home Improvement,Employed,Southeast,0.9459,732.48,0.2365,8775.69,0.3333,1.0,0.4,0.175,0.4816,Very Poor,1
FIN_003242,24,642,44441,0.2854,28222,60,2,6,1,3,0.3119,1,0,155,Home Improvement,Employed,West,0.635,470.37,0.127,8054.56,0.5,0.6,0.6,0.68,0.676,Fair,0
FIN_003243,65,699,75647,0.0987,14295,36,36,3,2,0,0.2444,0,0,125,Home Improvement,Self-Employed,Northeast,0.189,397.08,0.063,1410.92,0.3333,0.3,0.0,0.7,0.7193,Good,1
FIN_003244,40,753,39200,0.4269,9978,12,6,6,1,1,0.243,1,0,166,Home Improvement,Employed,Southeast,0.2545,831.5,0.2545,4259.61,0.5,0.6,0.2,0.84,0.7107,Very Good,0
FIN_003245,37,442,75783,0.1485,23046,12,3,9,0,2,0.323,1,0,73,Debt Consolidation,Employed,Northeast,0.3041,1920.5,0.3041,3422.33,1.0,0.9,0.4,0.6025,0.727,Very Poor,0
FIN_003246,27,696,44205,0.4347,4087,60,8,16,1,1,0.3056,0,0,157,Business,Employed,Southwest,0.0925,68.12,0.0185,1776.62,0.5,1.0,0.2,0.62,0.6494,Good,0
FIN_003247,24,835,104138,0.1402,8558,12,8,14,0,1,0.3023,1,1,214,Auto,Employed,Southeast,0.0822,713.17,0.0822,1199.83,1.0,1.0,0.2,0.92,0.9174,Exceptional,0
FIN_003248,49,440,48599,0.4402,20960,24,3,19,1,1,0.1642,0,0,176,Medical,Self-Employed,Midwest,0.4313,873.33,0.2156,9226.59,0.5,1.0,0.2,0.42,0.5418,Very Poor,0
FIN_003249,34,539,35976,0.1448,17593,12,6,13,0,1,0.412,0,1,201,Medical,Employed,Midwest,0.489,1466.08,0.489,2547.47,1.0,1.0,0.2,0.54,0.7438,Very Poor,0
FIN_003250,23,591,31613,0.1547,8363,84,0,11,3,3,0.9139,0,1,6,Medical,Employed,West,0.2645,99.56,0.0378,1293.76,0.25,1.0,0.6,0.015,0.4808,Fair,1
FIN_003251,44,381,26306,0.5498,28542,60,0,10,0,0,0.5992,1,0,106,Debt Consolidation,Employed,Southeast,1.085,475.7,0.217,15692.39,1.0,1.0,0.0,0.565,0.5719,Very Poor,0
FIN_003252,57,470,59172,0.5773,24397,60,2,1,3,0,0.3234,1,0,139,Home Improvement,Retired,Northeast,0.4123,406.62,0.0825,14084.39,0.25,0.1,0.0,0.68,0.4912,Very Poor,1
FIN_003253,36,825,158903,0.6273,8939,48,0,8,0,0,0.4862,1,1,140,Debt Consolidation,Employed,Northeast,0.0563,186.23,0.0141,5607.43,1.0,0.8,0.0,0.6,0.7257,Exceptional,0
FIN_003254,72,841,78543,0.5917,2727,48,4,8,2,4,0.2785,1,1,178,Medical,Employed,Midwest,0.0347,56.81,0.0087,1613.57,0.3333,0.8,0.8,0.76,0.6517,Exceptional,0
FIN_003255,24,409,62794,0.41,11279,12,3,19,1,3,0.5142,0,1,87,Auto,Employed,Midwest,0.1796,939.92,0.1796,4624.39,0.5,1.0,0.6,0.3375,0.4911,Very Poor,1
FIN_003256,44,511,23405,0.7561,17246,36,6,3,2,1,0.1468,0,0,6,Debt Consolidation,Self-Employed,West,0.7369,479.06,0.2456,13039.7,0.3333,0.3,0.2,0.255,0.4316,Very Poor,0
FIN_003257,54,737,24136,0.1946,4088,36,0,17,2,2,0.2216,0,1,7,Business,Employed,Southwest,0.1694,113.56,0.0565,795.52,0.3333,1.0,0.4,0.0175,0.6086,Good,0
FIN_003258,50,621,86703,0.3486,14188,36,4,16,1,1,0.4967,0,1,236,Home Improvement,Employed,Midwest,0.1636,394.11,0.0545,4945.94,0.5,1.0,0.2,0.46,0.6014,Fair,0
FIN_003259,38,383,64640,0.4899,47266,24,11,19,1,2,0.5954,1,1,134,Debt Consolidation,Employed,Northeast,0.7312,1969.42,0.3656,23155.61,0.5,1.0,0.4,1.0,0.5532,Very Poor,0
FIN_003260,39,675,33483,0.6145,6467,12,12,19,2,2,0.1991,1,0,210,Business,Employed,Southeast,0.1931,538.92,0.1931,3973.97,0.3333,1.0,0.4,1.0,0.6314,Good,0
FIN_003261,51,352,17514,0.2518,4615,12,8,18,0,0,0.7203,1,1,152,Medical,Employed,Northeast,0.2635,384.58,0.2635,1162.06,1.0,1.0,0.0,0.92,0.6773,Very Poor,0
FIN_003262,39,795,43516,0.1706,15395,48,13,18,0,0,0.577,1,0,233,Debt Consolidation,Employed,Northeast,0.3538,320.73,0.0884,2626.39,1.0,1.0,0.0,1.0,0.8802,Very Good,0
FIN_003263,69,555,28588,0.5008,41495,48,12,2,1,1,0.3441,0,0,37,Auto,Self-Employed,Southwest,1.4515,864.48,0.3629,20780.7,0.5,0.2,0.2,0.4925,0.5601,Very Poor,0
FIN_003264,66,519,35702,0.2894,17107,84,4,5,0,0,0.4484,1,0,111,Business,Retired,Midwest,0.4792,203.65,0.0684,4950.77,1.0,0.5,0.0,0.7375,0.7266,Very Poor,0
FIN_003265,39,399,22691,0.1593,11049,60,1,11,1,0,0.561,1,0,191,Medical,Employed,Southeast,0.4869,184.15,0.0974,1760.11,0.5,1.0,0.0,0.64,0.5909,Very Poor,0
FIN_003266,42,428,79528,0.238,12721,60,1,13,1,2,0.6836,0,0,30,Auto,Employed,West,0.16,212.02,0.032,3027.6,0.5,1.0,0.4,0.115,0.4904,Very Poor,0
FIN_003267,44,518,33989,0.3478,20402,48,2,6,1,4,0.3778,0,0,206,Home Improvement,Self-Employed,West,0.6003,425.04,0.1501,7095.82,0.5,0.6,0.8,0.38,0.5651,Very Poor,0
FIN_003268,65,776,66616,0.3874,18600,12,4,8,0,1,0.6387,1,0,65,Auto,Employed,West,0.2792,1550.0,0.2792,7205.64,1.0,0.8,0.2,0.6225,0.7565,Very Good,0
FIN_003269,32,757,61818,0.4723,93237,60,3,3,2,2,0.3213,0,0,106,Business,Retired,Southwest,1.5083,1553.95,0.3017,44035.84,0.3333,0.3,0.4,0.385,0.5914,Very Good,0
FIN_003270,50,321,34576,0.0796,11720,12,1,8,0,2,0.1574,1,1,125,Business,Self-Employed,Northeast,0.339,976.67,0.339,932.91,1.0,0.8,0.4,0.64,0.7237,Very Poor,0
FIN_003271,58,628,43866,0.478,7081,36,5,7,0,3,0.4823,0,0,32,Business,Employed,Southeast,0.1614,196.69,0.0538,3384.72,1.0,0.7,0.6,0.28,0.6459,Fair,1
FIN_003272,73,779,140906,0.5444,10898,60,6,18,2,2,0.7521,1,0,23,Medical,Employed,Southwest,0.0773,181.63,0.0155,5932.87,0.3333,1.0,0.4,0.5975,0.5699,Very Good,1
FIN_003273,51,638,26436,0.4423,4720,84,2,9,1,3,0.5337,1,1,6,Home Improvement,Employed,Southwest,0.1785,56.19,0.0255,2087.66,0.5,0.9,0.6,0.395,0.5705,Fair,1
FIN_003274,56,478,29612,0.2514,7492,84,4,16,2,1,0.1642,1,0,8,Debt Consolidation,Employed,Southwest,0.253,89.19,0.0361,1883.49,0.3333,1.0,0.2,0.48,0.5781,Very Poor,0
FIN_003275,39,720,15000,0.6452,1798,48,7,6,1,0,0.4842,0,0,20,Business,Business Owner,West,0.1199,37.46,0.03,1160.07,0.5,0.6,0.0,0.33,0.5439,Good,0
FIN_003276,68,781,44882,0.1478,21185,24,2,19,1,1,0.1814,1,0,32,Home Improvement,Employed,Midwest,0.472,882.71,0.236,3131.14,0.5,1.0,0.2,0.46,0.7396,Very Good,0
FIN_003277,65,348,15000,0.2906,4359,36,3,19,1,2,0.2744,0,0,106,Auto,Retired,Northeast,0.2906,121.08,0.0969,1266.73,0.5,1.0,0.4,0.385,0.5305,Very Poor,0
FIN_003278,56,329,36581,0.17,6165,60,3,1,1,0,0.0738,0,0,233,Home Improvement,Employed,Southwest,0.1685,102.75,0.0337,1048.05,0.5,0.1,0.0,0.42,0.5792,Very Poor,1
FIN_003279,50,384,16563,0.3834,17281,24,4,9,1,1,0.8229,0,0,199,Home Improvement,Employed,West,1.0433,720.04,0.5217,6625.54,0.5,0.9,0.2,0.46,0.4764,Very Poor,0
FIN_003280,69,801,75791,0.0554,3086,12,1,10,1,1,0.5195,0,1,190,Home Improvement,Employed,West,0.0407,257.17,0.0407,170.96,0.5,1.0,0.2,0.34,0.7179,Exceptional,0
FIN_003281,53,845,44312,0.5043,9687,84,0,8,1,0,0.4862,1,1,237,Business,Retired,Southeast,0.2186,115.32,0.0312,4885.15,0.5,0.8,0.0,0.6,0.6635,Exceptional,0
FIN_003282,38,628,15000,0.319,21813,84,6,13,1,1,0.7355,1,0,181,Business,Employed,Northeast,1.4542,259.68,0.2077,6958.35,0.5,1.0,0.2,0.84,0.6443,Fair,0
